CustomerID,Gender,Age,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
841,Female,54,19,Two Year,PayPal,24.18,1706.77,No
842,Male,48,7,Two Year,Bank Transfer,98.23,3439.04,No
843,Female,61,23,Two Year,PayPal,98.95,1986.23,No
844,Male,45,66,Month-to-Month,Credit Card,39.17,3667.45,No
845,Male,56,54,Two Year,PayPal,24.25,1125.87,No
846,Male,46,43,Month-to-Month,Credit Card,92.0,2883.09,No
847,Female,27,11,One Year,Credit Card,33.48,4386.9,No
848,Female,44,29,One Year,Credit Card,88.95,4075.88,No
849,Male,18,35,Month-to-Month,Credit Card,35.03,4723.36,No
850,Male,70,61,One Year,Credit Card,106.03,203.34,Yes
851,Male,56,28,Month-to-Month,Credit Card,81.15,4649.65,No
852,Female,20,58,Month-to-Month,Bank Transfer,77.68,1278.15,No
853,Male,29,7,Two Year,Credit Card,73.43,4727.72,No
854,Female,79,17,Month-to-Month,PayPal,24.12,1350.58,No
855,Male,43,66,Month-to-Month,PayPal,103.88,1017.3,No
856,Male,45,22,One Year,Bank Transfer,65.32,3175.88,Yes
857,Female,78,28,One Year,Bank Transfer,57.01,3660.74,No
858,Female,36,57,Two Year,Credit Card,83.1,4814.3,Yes
859,Male,73,2,Two Year,PayPal,69.98,1575.69,No
860,Female,69,61,One Year,Credit Card,48.75,2315.08,Yes
861,Male,51,45,Two Year,Credit Card,34.82,3063.25,Yes
862,Female,39,21,Two Year,Credit Card,30.13,4136.67,No
863,Female,54,56,Two Year,Bank Transfer,43.65,3929.62,Yes
864,Male,48,60,One Year,Credit Card,107.01,4724.65,Yes
865,Male,56,67,Two Year,Credit Card,30.98,2755.72,No
866,Male,46,36,Month-to-Month,Bank Transfer,101.52,4126.3,No
867,Female,45,41,One Year,PayPal,106.82,4036.69,Yes
868,Female,67,19,Month-to-Month,PayPal,102.51,1114.03,No
869,Male,54,48,One Year,Bank Transfer,106.36,1787.11,Yes
870,Male,70,7,Two Year,Credit Card,41.5,1079.23,No
871,Male,77,11,Month-to-Month,Credit Card,119.54,306.73,No
872,Female,20,61,One Year,PayPal,74.28,4266.02,No
873,Male,73,4,One Year,Credit Card,101.06,4519.4,No
874,Female,40,56,Month-to-Month,Credit Card,68.52,2162.62,No
875,Male,42,6,One Year,Credit Card,39.09,1887.98,Yes
876,Male,75,62,Month-to-Month,Bank Transfer,104.62,2406.51,No
877,Female,63,30,One Year,Credit Card,69.06,3179.21,Yes
878,Male,39,59,Month-to-Month,Credit Card,117.23,4937.53,Yes
879,Female,54,43,Two Year,Bank Transfer,101.13,4370.84,No
880,Male,54,61,Month-to-Month,PayPal,95.05,896.42,No
881,Female,64,56,Two Year,Bank Transfer,91.91,4397.99,No
882,Female,30,58,Two Year,Bank Transfer,80.91,2475.52,No
883,Female,60,59,Two Year,Bank Transfer,109.72,4045.06,No
884,Male,39,65,Month-to-Month,Credit Card,82.11,4241.0,No
885,Male,66,60,Two Year,PayPal,119.6,1953.19,No
886,Male,61,53,One Year,Credit Card,72.24,237.71,No
887,Female,40,11,Month-to-Month,Bank Transfer,28.18,1887.63,Yes
888,Female,51,49,Month-to-Month,Credit Card,95.74,246.91,No
889,Male,36,42,Month-to-Month,PayPal,24.4,2618.7,Yes
890,Male,38,62,One Year,PayPal,58.57,4750.89,No
891,Female,63,66,Month-to-Month,Bank Transfer,64.94,4437.04,No
892,Male,25,20,Two Year,Bank Transfer,108.79,1979.05,No
893,Female,79,17,One Year,Credit Card,76.11,3807.12,No
894,Male,79,44,Two Year,Credit Card,114.41,3681.68,Yes
895,Male,26,16,Month-to-Month,Bank Transfer,44.01,2930.67,No
896,Male,42,58,Two Year,Bank Transfer,48.06,3552.29,Yes
897,Female,66,21,Two Year,Bank Transfer,56.52,4526.46,No
898,Male,29,53,One Year,PayPal,92.98,1478.15,Yes
899,Male,35,10,One Year,Bank Transfer,88.02,960.92,Yes
900,Female,54,6,One Year,PayPal,40.58,1676.34,No
901,Male,44,17,Month-to-Month,Credit Card,60.37,3093.93,Yes
902,Female,36,12,One Year,Bank Transfer,55.18,2464.44,No
903,Male,55,42,One Year,Bank Transfer,95.93,3394.17,No
904,Male,68,60,One Year,PayPal,56.8,2283.77,No
905,Female,68,33,Two Year,Bank Transfer,95.59,3290.83,No
906,Female,78,36,Month-to-Month,Bank Transfer,74.84,534.6,No
907,Female,75,23,One Year,PayPal,114.26,2226.73,Yes
908,Male,22,3,One Year,Credit Card,117.77,3263.7,No
909,Female,48,67,Month-to-Month,PayPal,82.95,1527.27,No
910,Female,64,62,Two Year,PayPal,111.97,1682.81,No
911,Male,28,46,One Year,Credit Card,92.17,199.34,No
912,Male,27,9,One Year,Bank Transfer,87.79,3954.79,No
913,Male,29,22,Two Year,Credit Card,66.55,2479.35,No
914,Male,24,50,Two Year,Bank Transfer,76.02,916.16,No
915,Female,56,54,Two Year,Bank Transfer,58.94,3188.46,No
916,Male,73,53,Two Year,Bank Transfer,37.5,685.34,No
917,Male,65,33,One Year,Credit Card,112.47,2378.29,No
918,Female,51,41,One Year,Bank Transfer,41.19,760.06,No
919,Male,45,21,Two Year,Bank Transfer,74.19,3415.48,No
920,Female,33,26,Two Year,Bank Transfer,93.71,1026.75,No
921,Male,38,10,Two Year,PayPal,102.35,4773.69,No
922,Female,45,64,One Year,Credit Card,55.56,3048.02,No
923,Female,61,23,Month-to-Month,PayPal,85.79,208.54,No
924,Female,35,67,One Year,Bank Transfer,64.32,2157.01,Yes
925,Female,55,10,Two Year,PayPal,102.17,886.26,No
926,Female,54,1,Month-to-Month,PayPal,85.72,3065.5,No
927,Male,43,28,Month-to-Month,Bank Transfer,24.67,3849.46,No
928,Male,66,39,Two Year,Bank Transfer,81.0,1611.41,Yes
929,Male,61,58,Month-to-Month,PayPal,90.24,3410.19,No
930,Male,57,38,Month-to-Month,PayPal,110.86,4369.08,No
931,Female,49,65,Two Year,Bank Transfer,25.07,4535.98,No
932,Male,56,2,One Year,PayPal,79.7,702.22,No
933,Male,59,70,Month-to-Month,Bank Transfer,70.07,1839.81,Yes
934,Female,78,18,Two Year,Credit Card,84.11,1437.72,No
935,Female,27,52,One Year,Credit Card,96.53,2895.86,Yes
936,Male,18,54,One Year,PayPal,33.43,4098.98,Yes
937,Male,45,18,Month-to-Month,Credit Card,74.19,3255.18,No
938,Male,66,22,Two Year,Credit Card,72.06,4916.81,No
939,Female,18,47,One Year,Bank Transfer,71.51,293.58,No
940,Male,53,28,One Year,Bank Transfer,61.33,1075.33,No
941,Male,40,42,One Year,Bank Transfer,104.96,4271.69,No
942,Female,73,39,One Year,PayPal,26.33,2024.07,Yes
943,Male,31,19,Two Year,Credit Card,58.48,3916.02,No
944,Male,58,20,Two Year,Bank Transfer,79.18,4861.22,No
945,Female,25,68,One Year,PayPal,110.89,2992.14,Yes
946,Male,53,27,One Year,Bank Transfer,83.01,3363.29,No
947,Male,77,65,Month-to-Month,PayPal,33.11,1983.99,No
948,Female,64,46,Two Year,Bank Transfer,88.1,4506.15,No
949,Male,68,64,Two Year,Credit Card,53.95,3384.58,No
950,Male,78,64,One Year,Credit Card,78.71,3059.44,No
951,Male,24,57,Month-to-Month,Credit Card,77.11,235.39,Yes
952,Female,71,50,Two Year,Credit Card,37.24,2523.62,No
953,Male,75,1,Month-to-Month,Credit Card,101.89,4975.96,No
954,Female,27,3,One Year,Bank Transfer,74.01,2301.21,No
955,Female,46,4,Two Year,PayPal,58.64,4789.44,No
956,Male,34,27,Month-to-Month,Bank Transfer,40.59,4909.03,Yes
957,Female,38,37,Two Year,Bank Transfer,111.6,3267.27,Yes
958,Female,71,23,One Year,Credit Card,44.21,1570.48,Yes
959,Male,29,27,Two Year,PayPal,113.49,1057.8,Yes
960,Female,69,2,One Year,Credit Card,74.14,2776.01,No
961,Female,75,10,Month-to-Month,Credit Card,70.28,614.3,No
962,Female,44,44,Month-to-Month,Credit Card,67.18,2579.57,Yes
963,Male,18,27,Month-to-Month,Bank Transfer,108.17,3322.84,No
964,Female,30,37,One Year,Bank Transfer,101.4,2251.05,Yes
965,Female,69,49,Month-to-Month,PayPal,87.63,837.19,No
966,Male,77,29,One Year,Bank Transfer,72.38,4047.06,No
967,Female,76,8,Month-to-Month,Credit Card,85.68,2751.52,Yes
968,Male,69,60,One Year,PayPal,44.32,1424.84,Yes
969,Male,46,65,Two Year,PayPal,69.69,176.88,No
970,Male,67,54,Month-to-Month,PayPal,34.08,2766.55,No
971,Male,75,25,Two Year,Credit Card,32.83,3859.41,No
972,Male,57,7,One Year,Credit Card,90.87,1883.24,No
973,Male,26,22,One Year,PayPal,114.3,3338.99,Yes
974,Male,63,15,Month-to-Month,PayPal,100.25,3998.84,Yes
975,Female,22,3,Two Year,Bank Transfer,113.9,2401.61,No
976,Female,53,55,One Year,Credit Card,42.19,1423.76,Yes
977,Female,53,8,Month-to-Month,Bank Transfer,46.17,2127.62,No
978,Male,54,48,Two Year,Credit Card,62.39,3829.97,No
979,Male,31,65,Month-to-Month,Credit Card,58.32,1170.19,Yes
980,Male,41,52,Two Year,PayPal,49.81,1350.41,No
981,Female,35,38,One Year,Credit Card,49.24,1862.66,No
982,Male,69,22,One Year,PayPal,111.31,3174.87,No
983,Male,69,57,One Year,PayPal,38.09,1279.8,No
984,Male,30,13,Two Year,Bank Transfer,107.44,2525.54,Yes
985,Female,50,36,Two Year,PayPal,70.99,3211.67,Yes
986,Male,70,54,Month-to-Month,PayPal,112.69,2656.55,No
987,Male,29,47,One Year,Bank Transfer,21.79,132.95,No
988,Male,38,47,Two Year,Credit Card,42.2,2551.04,No
989,Female,57,70,One Year,Credit Card,69.89,1843.06,No
990,Female,48,38,Two Year,Credit Card,34.15,324.6,No
991,Female,49,48,Two Year,PayPal,41.5,4584.39,No
992,Male,64,67,Two Year,Credit Card,67.42,3282.18,Yes
993,Male,70,22,Month-to-Month,Bank Transfer,96.77,4575.54,Yes
994,Male,58,22,One Year,Credit Card,98.53,1596.88,No
995,Female,51,62,Two Year,PayPal,81.56,4628.19,Yes
996,Male,30,1,Two Year,Bank Transfer,110.9,2263.09,No
997,Male,46,63,Month-to-Month,Bank Transfer,82.94,1684.33,Yes
998,Male,47,42,One Year,PayPal,22.38,4223.95,No
999,Female,47,67,Two Year,PayPal,71.8,314.43,No
1000,Male,26,2,One Year,Credit Card,116.76,3685.05,Yes
1001,Female,23,61,Month-to-Month,PayPal,85.61,4335.73,No
1002,Female,64,61,Month-to-Month,PayPal,88.84,4369.53,Yes
1003,Male,72,10,One Year,Bank Transfer,31.41,255.62,No
1004,Male,21,36,One Year,Credit Card,55.97,4420.0,No
1005,Female,60,57,One Year,Credit Card,104.64,3604.85,Yes
1006,Female,32,16,One Year,Bank Transfer,31.03,4242.87,No
1007,Male,28,13,Two Year,Bank Transfer,103.92,3370.22,Yes
1008,Female,72,34,Month-to-Month,Bank Transfer,77.31,3770.24,Yes
1009,Male,48,22,Two Year,Credit Card,59.39,3125.85,Yes
1010,Female,79,19,Two Year,PayPal,113.02,2406.67,Yes
1011,Male,45,18,Two Year,Credit Card,22.94,4650.38,No
1012,Male,55,48,Two Year,Credit Card,112.68,641.33,No
1013,Female,65,10,Month-to-Month,Credit Card,107.84,412.37,No
1014,Male,53,27,Month-to-Month,PayPal,118.68,3360.6,No
1015,Male,69,14,Two Year,Bank Transfer,61.67,3400.63,No
1016,Male,27,12,Two Year,Bank Transfer,66.07,4225.33,No
1017,Female,47,9,Month-to-Month,PayPal,90.53,3277.85,Yes
1018,Male,59,35,Month-to-Month,Credit Card,31.02,529.18,No
1019,Female,32,14,Month-to-Month,Credit Card,44.36,4408.94,Yes
1020,Male,18,24,Month-to-Month,PayPal,64.2,585.72,No
1021,Female,29,67,Two Year,Credit Card,91.77,2302.23,No
1022,Female,70,46,Month-to-Month,Credit Card,69.65,3183.85,No
1023,Male,69,26,Two Year,Bank Transfer,42.96,3198.63,No
1024,Female,47,46,One Year,Bank Transfer,49.18,2295.72,Yes
1025,Male,69,71,Two Year,Bank Transfer,94.97,1719.47,No
1026,Female,22,29,Month-to-Month,Credit Card,100.59,1575.58,No
1027,Male,42,5,Two Year,Bank Transfer,63.62,4870.02,Yes
1028,Male,77,30,Month-to-Month,Bank Transfer,39.33,1766.27,No
1029,Female,41,12,One Year,PayPal,77.49,2948.22,No
1030,Male,40,61,Month-to-Month,Credit Card,60.01,2935.91,Yes
1031,Male,48,14,Month-to-Month,PayPal,83.89,2897.17,No
1032,Male,62,31,Month-to-Month,Credit Card,102.49,3143.97,No
1033,Female,44,43,Month-to-Month,PayPal,72.8,1385.98,No
1034,Female,36,62,Two Year,PayPal,110.19,1759.06,No
1035,Male,54,52,Month-to-Month,PayPal,56.87,445.29,Yes
1036,Male,29,67,One Year,Bank Transfer,68.08,2897.96,No
1037,Male,40,45,Two Year,Bank Transfer,77.07,1270.57,No
1038,Female,67,23,Month-to-Month,Bank Transfer,91.89,940.03,Yes
1039,Male,35,5,One Year,Credit Card,72.87,4183.6,No
1040,Female,29,58,Two Year,PayPal,101.11,2951.27,No
1041,Female,38,40,Two Year,PayPal,89.66,2835.67,No
1042,Male,74,12,Month-to-Month,Credit Card,55.0,864.4,No
1043,Male,75,17,One Year,Credit Card,83.99,2279.49,No
1044,Female,36,15,Two Year,Bank Transfer,51.67,2820.4,No
1045,Female,34,43,Month-to-Month,PayPal,91.66,2246.24,No
1046,Male,76,67,Month-to-Month,PayPal,85.35,2715.94,No
1047,Female,56,14,One Year,Bank Transfer,37.73,172.91,Yes
1048,Male,77,59,Month-to-Month,Bank Transfer,90.05,1077.75,Yes
1049,Female,26,35,One Year,Bank Transfer,33.07,1162.56,No
1050,Female,71,30,Two Year,Credit Card,29.19,1952.83,No
1051,Female,79,69,Two Year,PayPal,84.28,4709.71,No
1052,Male,23,13,Month-to-Month,Credit Card,53.34,2751.88,No
1053,Male,37,21,One Year,PayPal,36.07,1356.15,Yes
1054,Male,25,38,Two Year,Bank Transfer,118.74,3611.76,No
1055,Female,35,56,One Year,Credit Card,106.99,1172.19,Yes
1056,Male,77,70,Two Year,PayPal,37.69,872.3,Yes
1057,Male,39,68,One Year,PayPal,114.36,1559.74,No
1058,Male,75,24,Two Year,Credit Card,80.6,1534.6,Yes
1059,Female,72,27,One Year,PayPal,71.99,2164.55,No
1060,Male,35,8,Two Year,Credit Card,55.68,3600.19,No
1061,Female,38,64,Month-to-Month,Credit Card,52.14,2936.79,No
1062,Male,37,57,One Year,Bank Transfer,30.3,2513.33,No
1063,Male,18,5,Month-to-Month,Bank Transfer,38.14,4747.61,No
1064,Male,47,19,Two Year,Bank Transfer,46.91,258.06,No
1065,Female,39,52,One Year,Bank Transfer,93.62,2079.64,No
1066,Female,26,45,Two Year,Credit Card,116.0,3455.9,Yes
1067,Female,70,37,Two Year,Credit Card,66.55,1670.06,No
1068,Male,69,15,Month-to-Month,Bank Transfer,57.1,2429.63,No
1069,Female,46,58,Month-to-Month,Credit Card,105.91,247.43,Yes
1070,Female,35,27,Month-to-Month,Bank Transfer,88.07,1095.86,No
1071,Female,57,8,Two Year,PayPal,44.48,499.67,Yes
1072,Male,45,48,Month-to-Month,Bank Transfer,73.82,4856.08,No
1073,Male,26,26,Month-to-Month,PayPal,108.35,3747.45,Yes
1074,Male,23,9,One Year,PayPal,86.0,3301.4,No
1075,Male,39,15,One Year,Credit Card,57.29,110.37,No
1076,Male,55,12,Month-to-Month,Bank Transfer,62.82,2385.86,No
1077,Male,19,33,Month-to-Month,PayPal,109.86,3569.59,Yes
1078,Female,54,4,Month-to-Month,Bank Transfer,90.81,3080.58,Yes
1079,Male,24,5,Month-to-Month,PayPal,71.0,2620.62,Yes
1080,Female,49,16,Two Year,Credit Card,87.81,4163.78,Yes
1081,Female,49,53,Two Year,Credit Card,88.54,1742.55,No
1082,Female,41,45,One Year,Credit Card,76.73,4210.59,No
1083,Male,64,68,Month-to-Month,PayPal,82.76,2002.56,Yes
1084,Male,25,19,One Year,Bank Transfer,55.31,2945.06,Yes
1085,Female,48,13,Two Year,Credit Card,54.97,2647.21,Yes
1086,Male,70,3,Month-to-Month,PayPal,53.92,2111.52,Yes
1087,Female,54,5,Month-to-Month,Bank Transfer,23.87,1405.53,Yes
1088,Male,71,15,Two Year,PayPal,102.82,2296.66,Yes
1089,Male,37,33,One Year,Bank Transfer,35.75,694.42,No
1090,Male,25,41,Two Year,PayPal,29.42,1786.27,Yes
1091,Male,24,34,One Year,PayPal,62.29,2940.8,Yes
1092,Female,46,17,Month-to-Month,PayPal,67.93,402.37,No
1093,Male,51,41,Two Year,Credit Card,46.32,3743.44,No
1094,Female,39,58,Two Year,PayPal,115.66,2880.45,No
1095,Male,23,7,Two Year,PayPal,36.66,4828.55,No
1096,Male,29,44,Month-to-Month,Bank Transfer,77.38,545.41,No
1097,Female,69,37,Month-to-Month,PayPal,81.07,1210.87,No
1098,Male,71,44,One Year,Credit Card,85.55,2736.8,No
1099,Male,59,37,Month-to-Month,Credit Card,99.39,2476.57,No
1100,Male,63,15,Month-to-Month,PayPal,106.5,2542.13,No
1101,Female,74,3,One Year,PayPal,49.17,1774.92,No
1102,Male,45,66,Two Year,Bank Transfer,118.6,4343.88,Yes
1103,Male,43,60,Two Year,PayPal,61.39,351.5,No
1104,Male,77,63,Month-to-Month,Credit Card,98.42,4374.36,No
1105,Male,26,17,Two Year,Credit Card,24.09,3903.73,No
1106,Female,66,30,One Year,PayPal,94.54,3963.52,No
1107,Female,44,37,Two Year,Bank Transfer,103.05,4560.48,No
1108,Male,56,44,Month-to-Month,PayPal,30.83,2876.69,No
1109,Male,45,66,One Year,PayPal,50.61,4342.63,No
1110,Female,69,41,Two Year,Bank Transfer,64.77,2085.05,Yes
1111,Female,49,60,Two Year,PayPal,96.39,3452.95,No
1112,Female,51,70,Two Year,Bank Transfer,72.96,1593.55,Yes
1113,Male,73,13,One Year,Bank Transfer,83.14,4051.34,No
1114,Male,49,56,One Year,Credit Card,56.87,269.98,No
1115,Male,27,24,One Year,PayPal,106.98,4242.03,Yes
1116,Female,52,3,One Year,PayPal,56.65,675.89,No
1117,Female,35,64,Two Year,Bank Transfer,67.43,863.96,No
1118,Male,74,29,Month-to-Month,Credit Card,64.21,3807.35,No
1119,Male,54,16,Month-to-Month,Credit Card,98.56,1260.22,Yes
1120,Female,77,4,Two Year,Credit Card,102.1,2507.5,No
1121,Female,41,71,Two Year,PayPal,110.59,2543.23,No
1122,Male,41,54,One Year,PayPal,42.99,1938.7,No
1123,Female,47,20,Month-to-Month,PayPal,111.1,4669.43,No
1124,Male,44,57,One Year,Bank Transfer,48.98,2862.97,No
1125,Male,47,67,One Year,Bank Transfer,107.8,3613.5,No
1126,Female,21,56,Two Year,PayPal,105.71,4462.44,Yes
1127,Male,44,64,One Year,PayPal,65.48,3112.2,Yes
1128,Female,62,67,Two Year,Bank Transfer,99.84,3504.78,No
1129,Female,20,15,Month-to-Month,Credit Card,94.33,2267.65,No
1130,Male,76,70,Month-to-Month,Bank Transfer,24.5,4977.72,No
1131,Female,23,21,One Year,Credit Card,22.62,3901.96,Yes
1132,Female,24,27,One Year,Credit Card,28.79,4829.05,Yes
1133,Female,72,66,Month-to-Month,Bank Transfer,114.83,723.5,Yes
1134,Female,38,16,Month-to-Month,PayPal,91.29,212.2,No
1135,Male,24,1,Month-to-Month,Bank Transfer,61.45,2665.09,No
1136,Female,19,66,Two Year,Bank Transfer,42.08,3684.42,No
1137,Female,26,66,Two Year,Credit Card,114.78,4181.54,Yes
1138,Female,20,4,One Year,PayPal,44.43,4259.2,No
1139,Female,65,66,One Year,PayPal,74.37,1506.14,No
1140,Female,32,4,One Year,Bank Transfer,44.32,3819.77,No
1141,Female,66,45,One Year,Bank Transfer,92.68,871.09,No
1142,Male,52,1,Month-to-Month,PayPal,37.25,2644.54,No
1143,Male,38,57,One Year,PayPal,79.54,1253.41,Yes
1144,Male,34,67,One Year,Bank Transfer,84.96,1235.23,No
1145,Female,23,15,One Year,PayPal,116.4,1568.53,No
1146,Female,32,67,Month-to-Month,Credit Card,80.29,1606.29,No
1147,Male,29,14,One Year,PayPal,68.5,1740.61,No
1148,Male,50,10,One Year,Credit Card,59.27,4575.53,Yes
1149,Male,78,43,Month-to-Month,Bank Transfer,30.58,3465.62,Yes
1150,Male,27,8,Two Year,Credit Card,92.2,121.56,No
1151,Female,23,1,One Year,PayPal,44.72,2066.99,No
1152,Female,59,45,One Year,Credit Card,51.26,908.68,No
1153,Male,50,43,Two Year,PayPal,21.19,3633.94,No
1154,Female,73,11,Two Year,Credit Card,85.9,4914.42,No
1155,Female,30,41,One Year,PayPal,95.89,2544.1,Yes
1156,Male,79,65,One Year,Bank Transfer,29.44,4906.89,No
1157,Female,19,40,Two Year,Bank Transfer,33.7,1451.88,Yes
1158,Female,35,52,One Year,PayPal,102.3,2947.09,No
1159,Male,67,67,One Year,Credit Card,93.47,2771.25,Yes
1160,Male,34,45,Two Year,Bank Transfer,32.38,4000.09,No
1161,Female,51,9,Month-to-Month,Credit Card,62.27,1380.87,No
1162,Male,25,70,Two Year,PayPal,51.18,1369.91,No
1163,Female,73,45,Two Year,Credit Card,36.39,1838.58,Yes
1164,Male,46,19,Month-to-Month,Bank Transfer,63.84,2962.11,No
1165,Male,23,3,One Year,PayPal,105.2,763.44,Yes
1166,Male,32,44,One Year,PayPal,101.63,4779.11,No
1167,Male,48,13,One Year,Credit Card,78.61,2357.05,Yes
1168,Male,62,26,Month-to-Month,PayPal,75.97,2566.41,No
1169,Male,47,20,Two Year,Credit Card,85.46,2112.63,No
1170,Female,37,64,Month-to-Month,Credit Card,117.53,1997.66,No
1171,Male,43,23,Month-to-Month,Credit Card,102.33,2336.19,No
1172,Female,37,31,Two Year,Credit Card,41.33,1287.71,No
1173,Female,73,70,Two Year,Bank Transfer,66.68,824.61,No
1174,Male,41,51,Two Year,Bank Transfer,94.65,2238.0,No
1175,Male,77,6,Month-to-Month,Credit Card,104.81,3414.69,No
1176,Male,57,17,Two Year,Credit Card,28.45,1846.53,No
1177,Female,65,65,One Year,Bank Transfer,89.39,629.15,No
1178,Male,33,44,Two Year,Bank Transfer,35.29,2667.41,No
1179,Female,75,61,Month-to-Month,Bank Transfer,30.6,2667.95,No
1180,Male,21,16,Two Year,Bank Transfer,104.35,927.68,No
1181,Male,51,68,One Year,Credit Card,98.66,1781.15,Yes
1182,Female,20,67,Month-to-Month,PayPal,94.66,3967.63,Yes
1183,Female,78,7,Two Year,Bank Transfer,22.42,257.58,No
1184,Female,20,60,Two Year,Credit Card,45.69,565.75,No
1185,Male,55,23,Two Year,PayPal,63.11,3533.3,No
1186,Male,66,68,One Year,Bank Transfer,108.0,2905.15,No
1187,Male,18,20,Two Year,Bank Transfer,72.32,2936.21,No
1188,Female,29,36,Two Year,Bank Transfer,69.86,2342.67,No
1189,Male,36,68,Month-to-Month,Credit Card,20.46,520.9,No
1190,Female,52,26,One Year,Credit Card,102.98,359.23,Yes
1191,Male,67,35,Two Year,PayPal,78.51,1688.39,Yes
1192,Female,69,53,Month-to-Month,PayPal,57.14,377.61,Yes
1193,Male,22,20,One Year,Credit Card,36.05,2869.84,No
1194,Male,60,10,Month-to-Month,Credit Card,61.93,3427.24,No
1195,Male,68,70,One Year,Bank Transfer,43.87,3129.55,No
1196,Male,56,3,Month-to-Month,Bank Transfer,65.02,3673.75,No
1197,Male,27,46,Month-to-Month,Bank Transfer,50.65,4765.17,Yes
1198,Male,27,67,Two Year,Bank Transfer,24.4,4840.49,Yes
1199,Female,54,4,Month-to-Month,Bank Transfer,119.24,1498.87,No
1200,Male,53,40,One Year,Bank Transfer,64.78,1528.93,Yes
1201,Female,67,39,One Year,Bank Transfer,101.36,3742.55,No
1202,Male,74,17,One Year,Bank Transfer,31.61,4951.04,No
1203,Male,52,29,Two Year,Bank Transfer,80.88,2123.05,No
1204,Female,42,4,Two Year,Bank Transfer,72.49,1007.99,No
1205,Female,66,65,One Year,Bank Transfer,115.36,3671.01,No
1206,Female,76,17,Month-to-Month,Credit Card,100.36,1987.94,No
1207,Female,68,64,One Year,Bank Transfer,61.33,492.09,No
1208,Male,75,47,Month-to-Month,PayPal,99.43,3768.39,No
1209,Male,48,18,Month-to-Month,PayPal,60.8,2099.85,No
1210,Female,61,71,Month-to-Month,Credit Card,96.08,2997.6,No
1211,Female,76,26,Month-to-Month,Credit Card,49.15,3490.35,No
1212,Male,53,24,Month-to-Month,Credit Card,57.29,4122.25,Yes
1213,Male,36,33,One Year,PayPal,80.57,3145.02,Yes
1214,Female,71,29,One Year,Credit Card,74.09,4685.98,No
1215,Female,24,46,Two Year,Credit Card,59.55,2475.48,Yes
1216,Female,26,26,One Year,Bank Transfer,113.76,2698.47,No
1217,Female,42,41,Month-to-Month,PayPal,70.4,1590.08,No
1218,Female,40,25,One Year,PayPal,92.13,746.3,No
1219,Male,30,15,Month-to-Month,Credit Card,61.7,3179.77,Yes
1220,Male,75,34,Two Year,Credit Card,92.33,1533.7,No
1221,Male,72,51,One Year,PayPal,99.24,3599.43,No
1222,Male,59,27,One Year,Bank Transfer,74.71,3141.25,No
1223,Female,28,4,One Year,Bank Transfer,23.27,1478.46,No
1224,Female,52,20,Month-to-Month,PayPal,70.42,2831.25,No
1225,Female,41,48,Two Year,Credit Card,109.89,4942.91,No
1226,Male,51,53,Month-to-Month,Credit Card,28.39,4423.45,Yes
1227,Female,62,63,One Year,PayPal,78.42,2142.34,No
1228,Female,32,17,Two Year,PayPal,23.42,3468.29,No
1229,Female,28,32,Month-to-Month,Credit Card,68.72,998.18,No
1230,Male,69,66,Two Year,PayPal,89.19,149.72,Yes
1231,Male,36,50,Month-to-Month,PayPal,58.05,4213.69,No
1232,Female,77,13,Two Year,PayPal,31.39,2129.36,Yes
1233,Female,65,27,Month-to-Month,PayPal,114.74,989.39,No
1234,Male,45,26,Two Year,Credit Card,113.31,1644.96,No
1235,Female,65,53,One Year,Credit Card,99.52,4620.84,No
1236,Female,74,34,One Year,Credit Card,40.77,4472.7,Yes
1237,Male,55,57,One Year,Bank Transfer,97.29,3289.56,No
1238,Female,31,12,Month-to-Month,Credit Card,53.49,551.07,Yes
1239,Male,24,65,Two Year,PayPal,80.91,3618.15,Yes
1240,Female,71,9,One Year,Bank Transfer,64.73,4461.65,No
1241,Male,49,45,Month-to-Month,Bank Transfer,45.04,4602.99,Yes
1242,Male,73,44,Month-to-Month,Bank Transfer,85.31,1993.28,Yes
1243,Male,18,48,Month-to-Month,PayPal,91.91,929.98,Yes
1244,Male,78,19,Two Year,PayPal,72.83,4808.48,Yes
1245,Male,72,54,Two Year,Bank Transfer,36.2,4071.14,Yes
1246,Male,39,36,Two Year,Bank Transfer,69.45,2220.23,No
1247,Female,50,15,Two Year,Bank Transfer,96.9,3197.17,No
1248,Female,65,9,Two Year,Bank Transfer,104.65,2047.89,No
1249,Female,29,9,Month-to-Month,PayPal,22.7,2340.51,No
1250,Female,46,46,Month-to-Month,Credit Card,38.66,1706.2,No
1251,Female,50,31,Month-to-Month,Bank Transfer,113.01,372.56,Yes
1252,Male,50,55,One Year,Bank Transfer,98.17,4985.86,No
1253,Male,39,70,Two Year,Bank Transfer,91.85,1273.76,No
1254,Male,77,58,Month-to-Month,Bank Transfer,33.79,1521.44,No
1255,Male,68,15,Two Year,PayPal,20.44,1692.24,No
1256,Male,23,40,One Year,Credit Card,78.88,1296.97,Yes
1257,Male,48,10,One Year,Bank Transfer,106.6,1696.44,No
1258,Male,62,1,Month-to-Month,Credit Card,27.13,2876.58,No
1259,Male,74,24,One Year,Bank Transfer,26.94,487.74,No
1260,Male,37,64,Two Year,Credit Card,119.86,450.53,Yes
1261,Female,33,48,Two Year,Credit Card,43.64,2364.04,No
